13094,-659
10627,3752
10430,3380
10400,3322
11059,8920
13476,1437
13058,-709
13328,-714
11442,5696
14158,2201
11332,5427
13089,-735
10659,3201
10501,3008
13361,-683
13321,-366
11263,5345
13415,-357
11388,5703
10501,3008
10659,3201
10559,3092
10501,3008
10423,3148
10659,3201
13226,-406
13022,-261
13246,-165
12591,-145
13204,-63
10635,1513
11190,245
11258,359
10647,480
14688,-725
14167,147
14044,166
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11892,-791
11976,4992
11340,8544
12038,5065
13679,-271
13804,300
11631,4118
11321,4753
12936,3213
12058,3622
13226,-139
12223,-933
12997,7492
12573,4572
10133,3245
10098,3133
12354,4297
13921,-455
13094,-659
12707,8199
11526,8429
11271,3549
11720,5582
12598,4000
13490,4961
13141,3590
13765,4109
13561,4021
12358,4403
11229,3542
12072,3671
12391,6069
12069,3576
11965,8697
13031,7318
11156,8264
12671,5615
13621,3714
12459,5138
12852,-728
12526,-367
14717,-566
11580,4776
11640,4670
11500,4734
13399,3143
11785,2831
10728,2473
12583,2911
11533,4780
11840,4711
11884,3636
11499,5240
13142,4092
13672,4277
12724,3959
12303,4644
14223,-771
10552,3423
11664,4422
11560,5200
11574,4773
11617,4742
11809,4705
12316,5944
11521,4586
11157,4745
11068,4594
11902,4325
11986,5137
14485,-137
12598,5647
13446,-892
13132,7441
13302,-368
11649,4708
10050,7462
13392,-483
14725,144
13031,7168
14209,-519
14223,-771
12303,4644
12724,3959
12724,3959
11500,4734
14119,-64
13479,-514
13727,320
13727,320
14674,48
13480,291
13628,-23
13727,320
13507,114
13022,-274
13422,270
13559,65
10505,-636
